#,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Year
589,Jalen Adaway,STBN,21,33.2,4.9,9.5,0.515,0.5,1.4,0.345,1.9,2.5,0.769,0.8,2.2,2.1,3.9,6.0,1.4,0.5,0.3,12.2,2021
590,Avery Anderson III,OSU,27,30.4,4.3,9.0,0.475,0.7,2.1,0.328,2.9,3.4,0.8390000000000001,2.6,3.1,0.5,3.6,4.0,2.0,1.5,0.3,12.2,2021
591,Jordan King,SC,17,33.8,3.8,9.1,0.413,1.8,5.3,0.344,2.8,3.4,0.828,2.0,1.3,0.1,1.6,1.6,1.9,0.8,0.1,12.2,2021
592,Taze Moore,CSUB,23,22.3,4.5,9.3,0.488,0.8,1.6,0.514,2.3,2.8,0.828,2.4,1.8,1.1,3.0,4.0,2.7,1.3,0.6,12.2,2021
593,R.J. Cole,UConn,23,31.0,4.0,10.3,0.387,1.7,4.4,0.386,2.5,3.2,0.77,1.7,2.0,0.7,2.3,3.0,4.3,1.2,0.0,12.2,2021
594,Nathan Cayo,RICH,23,30.3,4.5,8.8,0.512,0.1,0.2,0.4,3.0,4.2,0.722,1.5,2.7,1.3,3.1,4.4,1.3,0.8,0.3,12.2,2021
595,Daniss Jenkins,PAC,18,31.2,4.9,11.9,0.416,0.6,2.4,0.233,1.7,2.4,0.721,1.5,1.4,1.2,2.1,3.2,2.1,1.2,0.7,12.2,2021
596,Colby Rogers,POLY,19,31.8,4.3,12.2,0.353,1.6,5.1,0.32299999999999995,1.9,2.3,0.8370000000000001,2.5,2.9,0.6,3.0,3.6,2.2,1.0,0.2,12.2,2021
597,"Kenneth Lofton, Jr.",LTU,32,22.8,4.6,8.2,0.5670000000000001,0.0,0.0,0.0,2.9,4.9,0.596,2.4,2.5,2.5,5.0,7.5,1.5,1.0,0.7,12.2,2021
598,Essam Mostafa,CCU,26,25.1,4.7,8.4,0.56,0.0,0.1,0.5,2.7,4.5,0.602,1.6,2.0,3.6,5.3,8.9,0.8,0.5,0.8,12.2,2021
599,Majesty Brandon,CAN,13,24.2,4.9,11.5,0.4270000000000001,1.6,5.5,0.29600000000000004,0.7,1.1,0.643,1.3,1.4,0.2,2.5,2.8,1.3,1.2,0.5,12.2,2021
600,Zyon Pullin,UCR,22,31.2,4.6,9.6,0.479,1.0,2.4,0.396,2.0,2.5,0.8,1.9,1.5,0.4,4.5,4.9,4.5,0.7,0.0,12.1,2021
601,Nic Lynch,LU,15,24.1,5.3,10.7,0.494,0.1,0.1,0.5,1.5,2.1,0.7190000000000001,1.1,2.7,1.5,2.9,4.5,0.7,0.2,0.7,12.1,2021
602,Winston Hill,PC,16,28.0,4.7,9.1,0.514,0.1,0.9,0.133,2.6,4.0,0.6559999999999999,1.8,2.7,2.2,3.8,6.1,0.6,1.2,0.4,12.1,2021
603,Matt Halvorsen,WCU,27,35.9,3.4,8.9,0.385,3.1,7.9,0.388,2.2,2.9,0.779,1.0,1.9,0.0,2.4,2.5,1.1,0.6,0.0,12.1,2021
604,Malik Miller,MSU,22,29.1,4.5,8.9,0.51,0.4,1.1,0.333,2.6,3.7,0.716,2.7,2.9,2.5,5.5,8.0,2.2,2.0,0.9,12.1,2021
605,Koby Thomas,CSU,22,30.3,4.4,10.7,0.411,0.5,2.9,0.19,2.7,4.9,0.556,2.6,2.5,1.5,4.7,6.2,1.0,1.4,0.1,12.1,2021
606,Joe Pridgen,UNCW,14,33.6,4.8,8.6,0.5579999999999999,0.4,1.4,0.316,2.1,3.3,0.63,2.1,2.3,2.9,5.3,8.2,1.9,1.2,0.8,12.1,2021
607,Nicolas Timberlake,TU,18,29.7,3.9,11.1,0.35700000000000004,1.7,5.4,0.316,2.4,3.0,0.815,1.7,1.8,0.8,3.1,3.9,0.8,0.7,0.2,12.1,2021
608,"Bryan Trimble, Jr.",AKR,23,28.3,4.0,10.1,0.395,3.2,8.1,0.398,0.8,1.0,0.8640000000000001,0.9,2.0,0.3,1.9,2.1,0.4,0.8,0.2,12.0,2021
609,"Jovan Blacksher, Jr.",GCU,24,32.3,4.4,10.7,0.414,1.3,4.0,0.32299999999999995,1.9,2.4,0.807,2.2,1.9,0.6,3.1,3.7,5.4,1.6,0.1,12.0,2021
610,Chandler Vaudrin,WIN,25,31.5,4.0,8.5,0.467,0.7,1.9,0.375,3.4,4.9,0.691,3.4,2.0,0.6,6.8,7.3,6.9,1.2,0.1,12.0,2021
611,Jermaine Samuels,VILL,25,29.3,4.0,8.2,0.481,1.0,2.8,0.371,3.1,3.7,0.828,1.1,2.3,1.8,4.6,6.4,2.5,0.6,0.3,12.0,2021
612,Joel Ayayi,GU,32,31.3,4.7,8.1,0.575,1.2,3.0,0.389,1.6,2.0,0.7809999999999999,1.4,1.8,1.6,5.3,6.9,2.7,1.1,0.2,12.0,2021
613,Tyler Burton,RICH,23,30.9,4.2,9.4,0.449,1.4,4.0,0.363,2.1,2.7,0.8029999999999999,1.0,2.0,1.4,6.1,7.6,0.5,1.1,0.6,12.0,2021
614,Jordan Minor,MC,18,28.8,4.6,9.6,0.48,0.1,0.4,0.14300000000000002,2.7,4.7,0.583,3.1,3.8,3.0,5.1,8.1,1.8,0.8,1.4,12.0,2021
615,Mikey Watkins,MC,18,34.5,4.6,9.3,0.491,0.8,2.5,0.311,2.1,3.1,0.691,3.4,2.1,0.8,2.9,3.7,3.8,1.9,0.0,12.0,2021
616,Gabe Hadley,UCSD,17,29.8,4.2,8.8,0.48,2.5,5.9,0.42,1.1,1.4,0.75,2.1,1.6,0.2,3.5,3.6,2.2,1.1,0.1,12.0,2021
617,"Jemarl Baker, Jr.",U of A,12,29.3,4.2,10.3,0.403,2.0,5.8,0.343,1.7,2.0,0.833,1.0,1.8,0.2,2.7,2.8,1.8,0.6,0.3,12.0,2021
618,Jarkel Joiner,UM,28,30.7,4.1,10.5,0.39,0.8,3.1,0.261,2.9,3.5,0.845,1.6,1.6,0.3,2.3,2.6,1.7,1.1,0.1,12.0,2021
619,Taj Benning,FU,27,33.7,3.9,10.1,0.381,1.5,4.1,0.366,2.7,3.3,0.841,1.9,1.9,0.7,4.2,4.9,1.2,0.9,0.2,12.0,2021
620,Dre Marin,SUU,24,28.9,3.8,7.9,0.487,2.1,4.7,0.442,2.2,2.7,0.815,1.6,1.9,0.4,3.5,4.0,2.8,1.1,0.0,12.0,2021
621,Carlos Rosario,MSU,24,24.2,4.9,7.8,0.629,0.0,0.0,0.0,2.2,2.8,0.7909999999999999,1.1,2.1,2.3,3.2,5.5,0.7,0.5,0.4,12.0,2021
622,Andrew Taylor,MU,22,33.0,4.8,9.2,0.517,1.5,3.5,0.416,1.0,1.3,0.75,2.0,1.9,1.0,4.8,5.8,4.0,1.5,0.2,12.0,2021
623,Zahir Porter,WSU,22,29.1,4.1,8.6,0.476,1.6,3.9,0.419,2.1,2.5,0.87,2.4,2.2,0.5,2.5,2.9,2.0,1.0,0.4,12.0,2021
624,Christian Terrell,CSUS,16,28.6,5.2,9.8,0.532,1.0,2.4,0.41,0.6,1.5,0.375,1.5,2.6,0.9,2.7,3.6,1.7,1.4,0.1,11.9,2021
625,Skyelar Potter,MSU,30,30.5,4.0,8.7,0.454,2.0,5.2,0.389,2.0,2.5,0.787,2.1,2.3,1.4,4.3,5.7,1.1,0.6,0.1,11.9,2021
626,Felipe Haase,MER,29,29.5,4.3,9.3,0.467,2.0,5.2,0.393,1.2,1.8,0.6859999999999999,1.6,2.4,1.4,6.2,7.6,2.7,0.7,0.4,11.9,2021
627,Ruot Monyyong,UALR,26,33.7,4.4,7.8,0.569,0.0,0.2,0.0,3.1,5.2,0.588,1.7,2.5,3.4,7.6,11.0,1.6,0.8,1.5,11.9,2021
628,Jordan Shepherd,CHAR,25,35.0,4.0,8.8,0.455,0.6,2.0,0.294,3.3,4.5,0.741,2.5,1.8,0.2,3.3,3.5,2.9,1.4,0.5,11.9,2021
629,Alex King,USMA,22,28.8,4.8,9.0,0.5379999999999999,1.3,3.9,0.337,1.0,2.0,0.467,2.4,2.9,1.0,3.8,4.8,1.6,0.5,0.3,11.9,2021
630,Damien Jefferson,CU,31,31.0,4.6,9.1,0.512,1.0,3.0,0.348,1.6,2.6,0.605,1.9,2.0,1.5,3.9,5.4,2.4,1.2,0.3,11.9,2021
631,Kolton Kohl,ACU,29,18.6,4.6,8.6,0.54,0.1,0.5,0.267,2.5,3.5,0.716,1.3,1.4,2.0,2.8,4.8,1.4,0.4,0.9,11.9,2021
632,Raiquan Gray,FSU,25,26.2,4.4,8.4,0.517,0.3,1.2,0.267,2.8,3.7,0.763,2.2,2.6,1.5,4.9,6.4,2.2,1.2,0.7,11.9,2021
633,"Dante Maddox, Jr.",CSUF,16,24.4,3.4,7.8,0.44,1.7,3.9,0.429,3.3,3.7,0.898,1.8,1.7,0.3,1.8,2.1,1.8,0.9,0.1,11.9,2021
634,Dane Goodwin,ND,26,33.3,4.2,9.8,0.431,1.5,4.2,0.35200000000000004,1.9,2.2,0.862,1.0,1.2,0.8,4.3,5.2,1.7,0.5,0.2,11.8,2021
635,Jahmyl Telfort,NU,18,28.5,4.1,9.8,0.418,1.4,3.9,0.366,2.2,2.8,0.78,2.0,1.6,0.7,3.1,3.8,1.4,0.6,0.4,11.8,2021
636,Eddie Davis,UP,21,31.2,4.2,9.7,0.436,1.0,2.3,0.458,2.3,3.0,0.75,2.5,2.3,0.8,3.6,4.4,1.5,0.9,0.1,11.8,2021
637,Abu Kigab,BSU,25,27.8,4.0,8.6,0.467,0.9,2.9,0.301,2.9,4.1,0.716,2.0,2.7,1.5,3.8,5.4,2.0,1.2,0.9,11.8,2021
638,Mike McGuirl,KSU,29,34.2,3.9,10.9,0.35600000000000004,2.1,6.6,0.316,2.0,2.6,0.763,2.7,2.6,0.6,3.1,3.8,3.6,1.0,0.1,11.8,2021
639,A.J. Lawson,MSU,23,29.1,4.4,9.3,0.479,1.0,2.3,0.407,2.0,3.4,0.57,3.3,2.3,1.3,3.8,5.1,5.5,0.9,0.1,11.8,2021
640,Xavier Johnson,CSU,9,29.6,3.9,11.2,0.34700000000000003,2.0,6.3,0.316,2.0,2.4,0.818,2.9,2.6,0.2,2.0,2.2,2.1,0.7,0.1,11.8,2021
641,Jacob Rigoni,QU,22,32.3,3.2,9.0,0.359,2.4,6.3,0.374,3.0,3.5,0.855,1.0,1.6,0.5,5.9,6.3,1.3,0.6,0.3,11.8,2021
642,Stefan Kenic,UTC,26,27.5,3.6,8.3,0.4370000000000001,1.3,3.5,0.374,3.2,3.7,0.875,1.0,2.0,1.0,3.0,3.9,1.4,0.7,0.5,11.8,2021
643,Damari Monsanto,ETSU,25,27.4,4.1,10.0,0.41,2.1,5.9,0.354,1.5,1.9,0.792,1.4,1.9,1.5,5.8,7.3,0.9,1.1,0.2,11.8,2021
644,Jalen Wilson,KU,29,28.4,3.9,9.4,0.414,1.4,4.1,0.333,2.6,4.1,0.63,1.9,1.7,2.2,5.7,7.9,2.0,0.4,0.3,11.8,2021
645,Isaiah Crawford,LTU,32,26.0,4.3,8.9,0.489,1.2,3.3,0.381,1.8,2.8,0.659,1.7,2.1,1.3,3.7,5.1,1.8,1.0,0.7,11.8,2021
646,Shakem Johnson,TSU,20,26.3,5.0,8.3,0.605,0.0,0.1,0.0,1.6,3.0,0.5589999999999999,1.3,2.8,2.3,3.5,5.8,1.1,0.7,0.6,11.8,2021
647,Dru Kuxhausen,MSU,24,28.4,3.7,9.1,0.408,3.1,7.7,0.4,1.2,1.6,0.769,1.2,2.1,0.2,2.0,2.3,1.6,0.9,0.0,11.8,2021
648,Liam Robbins,U of M,23,24.4,3.9,8.8,0.441,0.7,2.3,0.327,3.3,4.7,0.6940000000000001,1.7,3.6,2.4,4.2,6.6,1.1,0.7,2.7,11.7,2021
649,Jeremiah Davenport,UC,23,28.5,4.2,9.1,0.457,2.1,5.5,0.378,1.3,1.7,0.769,1.8,1.8,1.3,3.7,5.0,1.7,0.8,0.1,11.7,2021
650,Samkelo Cele,SUBR,19,24.6,3.8,8.9,0.426,1.6,4.1,0.385,2.6,3.4,0.754,1.6,1.9,0.7,3.4,4.1,0.6,1.7,0.2,11.7,2021
651,Jalen Speer,FAMU,18,30.9,4.1,9.3,0.443,1.6,4.7,0.329,1.9,2.4,0.795,2.7,2.2,0.1,2.2,2.3,2.4,1.1,0.1,11.7,2021
652,Justin Powell,AU,10,27.8,3.6,8.4,0.429,1.9,4.3,0.442,2.6,3.4,0.765,2.6,1.1,0.9,5.2,6.1,4.7,0.9,0.0,11.7,2021
653,Quinn Blair,W&M,16,27.8,3.8,9.0,0.424,0.8,2.7,0.279,3.3,4.3,0.768,1.5,2.3,1.9,3.9,5.8,0.8,0.6,0.1,11.7,2021
654,Tervell Beck,KSU,19,26.5,4.3,7.6,0.562,0.8,1.7,0.455,2.4,3.1,0.7759999999999999,2.2,2.4,2.2,2.6,4.8,0.8,0.4,0.2,11.7,2021
655,DeAndre Williams,UM,21,26.2,4.2,8.4,0.4970000000000001,0.7,1.6,0.455,2.6,3.7,0.6920000000000001,3.0,3.3,2.3,3.5,5.8,3.4,2.2,0.5,11.7,2021
656,Traci Carter,UHA,24,31.9,4.1,10.6,0.39,1.7,4.6,0.364,1.8,2.2,0.778,2.6,3.1,0.3,3.2,3.5,3.5,2.5,0.2,11.7,2021
657,Brandon Averette,BYU,27,27.6,4.4,10.1,0.441,1.6,4.4,0.35,1.2,1.5,0.805,2.4,2.3,0.4,2.3,2.7,3.7,0.8,0.1,11.7,2021
658,Jalen White,TAMU-CC,24,28.6,3.8,8.8,0.429,0.5,1.2,0.414,3.6,5.6,0.642,2.9,2.2,0.7,4.6,5.2,1.7,0.9,0.4,11.7,2021
659,Eliel Nsoseme,GSU,20,27.6,4.6,7.5,0.617,0.0,0.0,0.0,2.5,4.1,0.598,0.9,2.2,4.2,5.8,10.1,0.8,0.4,1.4,11.7,2021
660,Jordan Usher,GT,26,29.5,4.7,9.3,0.5,0.9,3.2,0.28600000000000003,1.4,2.1,0.667,2.2,2.8,0.6,3.6,4.2,2.7,1.6,0.7,11.6,2021
661,Donnie Tillman,NMSU,18,24.9,3.9,8.5,0.458,0.6,2.1,0.289,3.2,4.2,0.763,1.7,2.1,1.8,3.8,5.6,1.7,0.6,0.3,11.6,2021
662,Brandon Battle,ASU,18,27.1,4.3,9.1,0.476,0.0,0.0,0.0,2.9,5.4,0.541,2.9,2.9,2.9,4.8,7.7,0.7,0.8,0.3,11.6,2021
663,Kalob Ledoux,LTU,28,26.2,3.9,9.3,0.421,2.0,4.8,0.425,1.7,2.3,0.738,1.4,1.5,0.3,3.7,4.0,0.8,0.6,0.0,11.6,2021
664,L.J. Thorpe,UNCA,20,24.9,4.0,8.1,0.503,0.8,1.9,0.405,2.8,3.9,0.7140000000000001,2.7,2.1,0.9,3.1,4.1,3.0,0.7,0.1,11.6,2021
665,Myles Cale,SHU,27,30.7,4.2,9.3,0.448,1.7,4.5,0.369,1.6,2.1,0.7240000000000001,1.1,1.8,0.8,2.8,3.6,0.9,1.0,0.1,11.6,2021
666,Jaylin Andrews,L-MD,17,35.1,4.4,9.7,0.448,0.6,2.9,0.224,2.2,3.2,0.7040000000000001,1.6,2.5,1.6,3.3,4.9,2.2,1.3,0.1,11.6,2021
667,Darius Days,LSU,28,27.0,4.4,8.5,0.519,1.9,4.6,0.4,0.9,1.3,0.703,1.0,3.2,2.5,5.3,7.8,0.6,1.1,0.3,11.6,2021
668,Tucker Richardson,CU,16,30.8,4.1,9.0,0.458,1.7,4.6,0.365,1.6,2.2,0.722,1.8,1.6,0.6,5.2,5.8,4.2,1.3,0.3,11.6,2021
669,Javon Greene,GMU,22,28.5,3.6,8.6,0.423,1.8,4.7,0.375,2.5,3.2,0.775,2.5,2.8,0.5,4.5,5.0,2.2,1.8,0.0,11.5,2021
670,Jock Perry,UCR,22,25.7,4.6,9.5,0.486,1.2,3.3,0.37,1.0,1.3,0.821,1.5,2.1,1.5,3.6,5.2,1.1,0.5,0.5,11.5,2021
671,Josiah Strong,ISU,22,29.9,4.2,10.1,0.417,1.8,4.8,0.371,1.3,1.9,0.7070000000000001,1.4,1.7,0.0,2.6,2.6,2.7,1.0,0.2,11.5,2021
672,Tyreese Davis,JAC,24,32.2,4.0,9.0,0.451,1.2,3.8,0.304,2.3,3.8,0.604,2.3,2.1,1.3,3.0,4.3,1.8,1.0,0.3,11.5,2021
673,Davion Mintz,UK,25,30.8,3.8,9.7,0.397,2.2,5.9,0.378,1.6,2.4,0.6559999999999999,1.9,2.0,0.8,2.4,3.2,3.1,1.0,0.2,11.5,2021
674,Sam Griesel,NDSU,27,33.9,3.9,9.7,0.402,0.7,2.1,0.339,3.0,4.4,0.695,2.1,2.2,1.1,5.3,6.4,3.0,1.0,0.3,11.5,2021
675,Tyree Eady,NDSU,26,33.8,4.3,8.3,0.516,1.0,2.7,0.391,1.8,2.5,0.75,2.2,1.5,1.3,4.3,5.7,2.3,0.6,0.2,11.5,2021
676,Ziggy Reid,MC,18,29.9,3.9,8.9,0.444,1.2,4.0,0.292,2.4,3.0,0.815,2.3,3.1,0.4,5.0,5.4,1.2,1.2,1.2,11.5,2021
677,Jalen Williams,SCU,18,31.6,3.7,9.3,0.399,0.9,3.4,0.274,3.1,4.1,0.757,1.7,2.4,0.8,3.3,4.1,2.3,1.2,0.6,11.5,2021
678,Damion Squire,UCD,14,30.1,3.4,7.1,0.475,0.9,2.4,0.382,3.9,4.6,0.8440000000000001,1.8,2.6,0.6,2.9,3.5,2.9,1.4,0.1,11.5,2021
679,"B.J. Boston, Jr.",UK,25,30.3,4.1,11.6,0.355,1.2,4.0,0.3,2.0,2.6,0.785,1.4,2.0,1.3,3.2,4.5,1.6,1.3,0.2,11.5,2021
680,Trey Diggs,BGSU,26,23.2,3.7,9.0,0.413,2.3,6.0,0.378,1.7,2.2,0.789,1.0,1.6,1.3,3.0,4.3,0.9,1.0,0.1,11.5,2021
681,Warren Williams,MAN,20,26.8,4.4,7.8,0.568,0.0,0.0,0.0,2.6,5.1,0.52,2.0,3.4,3.0,4.2,7.3,0.7,0.6,1.6,11.4,2021
682,Jeremiah Bailey,PAC,18,30.9,3.8,8.9,0.431,1.4,4.3,0.338,2.3,2.8,0.84,1.9,2.9,1.5,4.7,6.2,1.1,1.7,0.3,11.4,2021
683,Matt Faw,HC,16,25.9,4.6,9.9,0.462,1.1,3.2,0.333,1.2,1.9,0.645,1.2,3.6,1.6,3.9,5.4,0.8,1.0,2.0,11.4,2021
684,Romello White,UM,28,27.9,4.4,6.7,0.649,0.0,0.1,0.0,2.7,3.8,0.71,2.1,2.8,2.1,3.9,6.0,1.0,0.5,1.3,11.4,2021
685,Chris Austin,FORD,14,35.4,3.8,9.4,0.405,1.7,5.4,0.32,2.1,2.6,0.8109999999999999,1.3,2.4,0.2,2.1,2.3,0.8,0.8,0.2,11.4,2021
686,Koreem Ozier,ULM,26,32.8,4.1,9.7,0.419,1.5,4.3,0.336,1.8,2.8,0.653,2.5,1.9,0.5,3.5,4.0,2.7,1.3,0.1,11.4,2021
687,Elijah Buchanan,MAN,19,32.7,4.2,11.8,0.35600000000000004,0.8,3.0,0.281,2.2,3.1,0.7070000000000001,1.8,3.2,2.2,3.9,6.2,2.3,1.7,1.3,11.4,2021
688,Bryce Nze,BU,23,30.9,4.4,9.0,0.488,0.8,1.9,0.442,1.8,3.8,0.471,2.0,2.1,2.3,5.4,7.7,2.1,0.6,0.6,11.4,2021
689,Dom Welch,STBN,21,34.2,4.0,9.3,0.434,2.4,6.2,0.392,0.9,1.2,0.72,1.8,2.7,1.6,4.5,6.0,2.1,1.2,0.3,11.4,2021
690,David Kachelries,SFA,21,26.6,4.3,7.6,0.5720000000000001,1.3,3.2,0.397,1.4,1.9,0.75,2.6,2.0,0.4,2.1,2.5,4.4,1.3,0.2,11.4,2021
691,Connor Withers,UML,21,32.5,4.2,9.6,0.441,1.5,4.3,0.35600000000000004,1.4,2.0,0.69,1.9,2.8,0.9,5.2,6.1,1.7,1.0,1.1,11.4,2021
692,Justin Bean,USU,29,27.1,4.5,8.7,0.518,0.3,1.4,0.238,2.0,2.4,0.8290000000000001,1.4,1.9,3.0,4.8,7.7,1.9,1.3,0.3,11.4,2021
693,Robert Ford,ISU,24,31.6,3.5,8.6,0.411,1.5,4.2,0.363,2.8,3.7,0.742,3.0,2.6,1.4,5.8,7.2,3.1,1.2,0.2,11.4,2021
694,Nate Johnson,XAV,16,30.9,3.8,8.8,0.429,2.6,5.8,0.452,1.2,1.6,0.8,1.2,1.4,0.8,3.4,4.2,1.7,1.2,0.1,11.4,2021
695,Evan Cole,UVU,19,28.1,4.4,8.8,0.4970000000000001,0.6,1.6,0.3670000000000001,2.1,3.8,0.534,2.2,3.0,2.1,4.3,6.4,1.3,0.4,0.7,11.4,2021
696,Armaan Franklin,IU,22,30.1,4.0,9.2,0.429,1.6,3.9,0.424,1.8,2.5,0.741,2.2,2.8,0.6,3.5,4.1,2.1,1.2,0.2,11.4,2021
697,J.T. Shumate,U of T,23,28.6,4.2,7.0,0.593,0.8,2.0,0.391,2.2,2.7,0.823,0.9,2.6,2.0,2.4,4.4,1.4,0.5,1.3,11.3,2021
698,Tre Armstrong,CBU,23,32.3,3.7,9.1,0.402,1.9,5.0,0.377,2.2,2.7,0.82,1.7,2.5,0.5,3.3,3.8,2.7,0.7,0.2,11.3,2021
699,Jeremy Sheppard,URI,24,30.3,4.2,8.9,0.474,1.5,3.9,0.394,1.4,1.8,0.767,2.1,1.3,0.5,2.5,3.1,2.8,1.2,0.0,11.3,2021
700,Keon Johnson,UT,27,25.5,4.1,9.1,0.449,0.5,1.8,0.271,2.6,3.7,0.703,2.6,2.4,1.1,2.4,3.5,2.5,1.1,0.4,11.3,2021
701,Matt Haarms,BYU,25,23.0,4.5,8.2,0.546,0.2,1.2,0.194,2.1,2.6,0.8029999999999999,1.5,1.7,1.2,3.8,5.0,1.1,0.2,2.0,11.3,2021
702,Kevin Johnson,NSU,25,32.5,3.8,9.5,0.401,1.7,5.1,0.339,2.0,2.8,0.7040000000000001,1.5,1.7,0.7,1.8,2.5,3.2,2.6,0.2,11.3,2021
703,Theo Akwuba,LA,26,28.0,4.3,6.8,0.635,0.1,0.1,1.0,2.5,3.6,0.71,2.0,2.8,3.8,5.6,9.3,1.0,0.3,2.6,11.3,2021
704,"Darin Green, Jr.",UCF,23,31.6,4.2,10.5,0.401,2.3,6.4,0.361,0.6,0.8,0.722,1.1,1.5,0.7,2.2,2.9,1.0,0.9,0.2,11.3,2021
705,Jacobi Wood,BEL,30,23.0,3.6,7.9,0.453,1.1,3.5,0.327,3.0,3.8,0.805,2.2,2.0,0.2,2.1,2.3,2.2,0.7,0.0,11.3,2021
706,Trey Murphy III,UVA,25,29.6,3.8,7.6,0.503,2.1,4.8,0.433,1.5,1.6,0.927,0.8,2.0,0.6,2.8,3.4,1.2,0.8,0.4,11.3,2021
707,Tyree Appleby,UF,25,28.3,3.3,8.0,0.413,1.2,3.3,0.349,3.5,4.2,0.8290000000000001,2.9,2.2,0.2,2.8,3.1,3.3,1.5,0.1,11.3,2021
708,Elijah Joiner,TU,22,30.8,3.5,7.7,0.456,1.1,3.4,0.333,3.1,4.0,0.775,2.2,2.4,0.2,4.0,4.2,4.0,1.0,0.1,11.3,2021
709,A.J. Durham,IU,26,32.4,3.3,8.6,0.388,1.5,3.8,0.38,3.1,4.0,0.7859999999999999,1.4,2.5,0.3,2.8,3.1,2.6,0.5,0.1,11.3,2021
710,"Kim Aiken, Jr.",EWU,24,30.5,3.7,8.5,0.438,1.4,4.7,0.301,2.4,3.0,0.8170000000000001,1.6,2.4,1.8,6.6,8.4,2.0,1.3,1.0,11.2,2021
711,Miller Kopp,NU,24,31.3,3.8,9.5,0.396,1.4,4.3,0.33,2.3,2.8,0.848,1.5,1.4,0.5,2.5,3.0,1.1,1.0,0.1,11.2,2021
712,Noah Carter,UNI,25,27.4,4.0,8.5,0.474,1.4,4.4,0.312,1.8,2.3,0.7759999999999999,1.3,1.8,1.1,4.6,5.7,1.0,0.8,0.4,11.2,2021
713,Bowen Born,UNI,25,30.6,3.7,9.7,0.379,1.8,5.2,0.34600000000000003,2.1,2.6,0.812,1.5,1.9,0.5,2.0,2.5,2.3,0.7,0.0,11.2,2021
714,"Terry Nolan, Jr.",BU,21,27.3,3.7,8.6,0.425,1.7,4.9,0.343,2.2,2.8,0.81,2.4,3.1,0.8,2.3,3.0,3.3,1.2,0.3,11.2,2021
715,Jalen Johnson,DUKE,13,21.4,4.4,8.4,0.523,0.6,1.4,0.444,1.8,2.9,0.632,2.5,2.2,1.5,4.5,6.1,2.2,1.2,1.2,11.2,2021
716,Sukhmail Mathon,BU,18,26.9,4.4,7.9,0.5589999999999999,0.1,0.2,0.25,2.3,2.9,0.774,1.4,1.7,2.7,5.6,8.2,2.0,0.5,1.3,11.2,2021
717,Deshaun Wade,LONG,23,26.8,3.8,9.5,0.404,1.8,5.3,0.34700000000000003,1.7,2.3,0.769,1.3,1.7,0.4,2.6,3.0,1.0,1.0,0.2,11.2,2021
718,Max Fiedler,RU,28,27.9,4.9,7.2,0.675,0.0,0.1,0.0,1.4,2.0,0.7020000000000001,2.6,1.8,3.0,5.7,8.8,3.5,0.9,0.8,11.2,2021
719,Herb Jones,UA,33,27.3,3.9,8.8,0.446,0.6,1.7,0.35100000000000003,2.8,3.9,0.713,2.8,2.8,2.5,4.1,6.6,3.3,1.7,1.1,11.2,2021
720,Rob Higgins,SFC,19,31.9,4.1,11.3,0.358,0.9,3.9,0.227,2.2,3.1,0.7240000000000001,1.2,2.4,0.6,1.7,2.4,2.1,1.4,0.1,11.2,2021
721,Khalid Thomas,PSU,22,25.6,4.0,8.8,0.451,1.5,4.4,0.33,1.8,2.3,0.8,1.7,2.5,2.0,3.0,5.0,1.1,1.3,0.6,11.2,2021
722,Roman Penn,DU,24,26.9,4.3,9.6,0.452,0.8,2.5,0.333,1.7,2.4,0.7020000000000001,2.2,2.2,1.0,2.3,3.2,5.5,1.4,0.0,11.2,2021
723,Cam Mack,PVAMU,18,36.1,3.8,10.5,0.36,1.3,5.1,0.261,2.3,3.1,0.732,3.2,2.1,0.7,2.4,3.2,7.7,2.7,0.3,11.2,2021
724,Broc Finstuen,PAC,18,28.4,4.2,8.4,0.4970000000000001,0.7,2.0,0.333,2.2,3.1,0.7090000000000001,0.9,2.4,2.5,3.2,5.7,1.1,0.6,0.4,11.2,2021
725,"Joe Bryant, Jr.",NSU,21,27.8,3.6,9.5,0.382,1.8,4.6,0.381,2.1,2.6,0.833,1.8,1.8,0.6,3.6,4.2,1.9,1.3,0.1,11.1,2021
726,Tyler Robertson,EWU,23,25.3,3.7,7.9,0.47,1.5,4.0,0.38,2.2,2.7,0.823,1.4,2.0,0.8,2.8,3.6,3.0,0.7,0.0,11.1,2021
727,Jaden Ivey,PU,23,24.2,3.9,9.7,0.399,1.1,4.2,0.258,2.3,3.2,0.726,1.3,1.7,0.8,2.5,3.3,1.9,0.7,0.7,11.1,2021
728,Pete Nance,NU,24,27.6,4.5,9.0,0.495,1.0,2.8,0.364,1.2,1.5,0.784,1.3,2.6,1.0,5.8,6.8,1.8,0.6,0.7,11.1,2021
729,Feron Hunt,SMU,16,28.1,4.4,7.8,0.56,0.3,1.6,0.2,2.1,2.8,0.733,1.8,1.4,2.1,5.9,7.9,0.6,1.1,0.9,11.1,2021
730,Jayden Saddler,SUBR,16,28.1,4.6,7.5,0.617,0.2,0.6,0.444,1.6,2.8,0.578,2.6,3.1,1.2,2.5,3.8,5.3,1.6,0.1,11.1,2021
